property_type,area_type,availability,location,size,area,bath,balcony,price_per_sqft,price
flat,Super built-up  Area,Ready To Move,other,2,1200.0,2,2,4583.0,0.55
flat,Super built-up  Area,Ready To Move,Kaval Byrasandra,2,1200.0,2,2,4333.0,0.52
flat,Super built-up  Area,Ready To Move,Kaggalipura,3,1150.0,2,1,4783.0,0.55
flat,Built-up  Area,Ready To Move,other,3,1645.0,3,2,5775.0,0.95
flat,Super built-up  Area,20-Mar,Sarjapur  Road,2,1000.0,2,1,6700.0,0.67
house,Plot  Area,Ready To Move,Haralur Road,4,2650.0,4,2,7472.0,1.98
flat,Super built-up  Area,Ready To Move,6th Phase JP Nagar,2,1192.0,2,2,6208.0,0.74
flat,Super built-up  Area,Ready To Move,Ulsoor,3,2135.0,3,2,10070.0,2.15
flat,Super built-up  Area,19-Dec,Whitefield,2,1173.0,2,1,4945.0,0.58
flat,Built-up  Area,Ready To Move,Uttarahalli,2,1020.0,2,2,4412.0,0.45
flat,Super built-up  Area,Ready To Move,Thigalarapalya,4,3122.0,6,2,7367.0,2.3
flat,Super built-up  Area,Ready To Move,Somasundara Palya,3,1600.0,3,3,4000.0,0.64
house,Plot  Area,18-Mar,other,2,1200.0,2,0,6583.0,0.79
flat,Carpet  Area,Ready To Move,other,2,1230.0,2,3,3902.0,0.48
flat,Super built-up  Area,Ready To Move, Devarachikkanahalli,2,1250.0,2,2,3200.0,0.4
flat,Super built-up  Area,Ready To Move,Kalena Agrahara,2,1325.0,2,2,5736.0,0.76
flat,Built-up  Area,Ready To Move,7th Phase JP Nagar,3,1850.0,3,1,8108.0,1.5
flat,Super built-up  Area,Ready To Move,Basaveshwara Nagar,2,1200.0,2,2,5417.0,0.65
house,Plot  Area,Ready To Move,other,3,1350.0,2,0,10370.0,1.4
flat,Super built-up  Area,18-Jun,Bommasandra,3,1260.0,3,1,3889.0,0.49
flat,Super built-up  Area,Ready To Move,other,3,1800.0,3,0,8333.0,1.5
house,Plot  Area,18-Dec,other,3,11.0,3,2,672727.0,0.74
flat,Built-up  Area,Ready To Move,Ardendale,2,1100.0,2,1,3909.0,0.43
flat,Super built-up  Area,Ready To Move,Harlur,2,1508.0,2,1,5106.0,0.77
flat,Carpet  Area,Ready To Move,other,3,1592.0,3,2,4711.0,0.75
flat,Super built-up  Area,Ready To Move,Akshaya Nagar,2,1388.0,2,3,4107.0,0.57
flat,Super built-up  Area,18-May,Electronic City Phase II,1,630.0,1,1,4444.0,0.28
house,Plot  Area,Ready To Move,other,3,2000.0,3,2,18250.0,3.65
flat,Super built-up  Area,Ready To Move,other,3,1762.0,3,1,7094.0,1.25
flat,Super built-up  Area,21-Dec,other,2,950.0,2,2,5263.0,0.5
flat,Super built-up  Area,Ready To Move,Kodihalli,4,3252.0,5,3,10301.0,3.35
flat,Super built-up  Area,18-Aug,Magadi Road,2,1116.0,2,1,4480.0,0.5
flat,Super built-up  Area,Ready To Move,Narayanapura,2,1308.0,2,2,6804.0,0.89
flat,Super built-up  Area,Ready To Move,other,3,1200.0,3,0,7500.0,0.9
house,Plot  Area,Ready To Move,other,4,1500.0,4,2,15333.0,2.3
flat,Built-up  Area,Ready To Move,Bannerghatta Road,1,500.0,1,1,3600.0,0.18
flat,Super built-up  Area,Ready To Move,Hennur,2,1075.0,2,1,4837.0,0.52
flat,Super built-up  Area,18-Mar,Chandapura,1,530.0,1,0,2264.0,0.12
flat,Built-up  Area,Ready To Move,Bellandur,2,1205.0,2,3,5477.0,0.66
flat,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2,1075.0,2,2,5581.0,0.6
flat,Built-up  Area,Ready To Move,KR Puram,2,930.0,2,2,4194.0,0.39
flat,Super built-up  Area,Ready To Move,Balagere,2,1380.0,2,1,4348.0,0.6
flat,Super built-up  Area,Ready To Move,Hebbal,4,2483.0,5,2,8538.0,2.12
flat,Built-up  Area,Ready To Move,Kodigehaali,2,1166.0,2,2,4717.0,0.55
flat,Super built-up  Area,Ready To Move,Bannerghatta Road,2,1050.0,2,1,6190.0,0.65
flat,Super built-up  Area,19-Mar,other,3,2023.7,3,2,13589.0,2.75
flat,Super built-up  Area,Ready To Move,Begur Road,2,1200.0,2,2,3917.0,0.47
flat,Super built-up  Area,Ready To Move,Lakshminarayana Pura,3,1600.0,2,1,6750.0,1.08
flat,Super built-up  Area,Ready To Move,Billekahalli,3,1935.0,3,2,5685.0,1.1
flat,Super built-up  Area,18-May,8th Phase JP Nagar,1,451.0,1,0,6652.0,0.3
flat,Super built-up  Area,Ready To Move,Electronic City,3,1800.0,3,2,5278.0,0.95
flat,Super built-up  Area,18-May,Jalahalli,3,1400.0,3,0,5500.0,0.77
flat,Super built-up  Area,Ready To Move,Hegde Nagar,3,1801.0,3,2,6385.0,1.15
house,Plot  Area,19-Jan,Anekal,2,1200.0,1,1,3000.0,0.36
flat,Super built-up  Area,Ready To Move,Begur Road,2,1160.0,2,2,3793.0,0.44
flat,Built-up  Area,Ready To Move,Kengeri,2,1000.0,2,1,2500.0,0.25
flat,Super built-up  Area,Ready To Move,Kanakpura Road,2,950.0,2,1,4211.0,0.4
flat,Built-up  Area,20-Dec,other,3,1629.0,3,2,4850.0,0.79
flat,Built-up  Area,Ready To Move,Vijayanagar,3,1580.0,2,0,8481.0,1.34
flat,Super built-up  Area,21-Jun,Vijayanagar,3,1826.0,3,2,6627.0,1.21
flat,Built-up  Area,Ready To Move,7th Phase JP Nagar,2,1245.0,2,1,7550.0,0.94
flat,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1145.0,2,2,4017.0,0.46
flat,Super built-up  Area,Ready To Move,Sompura,2,825.0,2,1,4000.0,0.33
flat,Super built-up  Area,18-Aug,Yeshwanthpur,3,1693.0,3,3,6379.0,1.08
flat,Super built-up  Area,Ready To Move,Electronics City Phase 1,2,1113.3,2,2,4761.0,0.53
flat,Built-up  Area,Ready To Move,other,2,1460.0,2,1,3973.0,0.58
flat,Built-up  Area,Ready To Move,Doddathoguru,2,1050.0,2,1,3048.0,0.32
flat,Built-up  Area,Ready To Move,Dodda Nekkundi,2,1260.0,2,2,4365.0,0.55
flat,Built-up  Area,Ready To Move,Hosur Road,2,1656.0,2,1,7246.0,1.2
flat,Super built-up  Area,Ready To Move,Chandapura,3,1208.0,3,1,3725.0,0.45
flat,Super built-up  Area,Ready To Move,Whitefield,3,1910.0,3,2,8429.0,1.61
flat,Super built-up  Area,Ready To Move,Whitefield,4,3252.0,4,1,7073.0,2.3
house,Plot  Area,Ready To Move,Battarahalli,2,1200.0,2,1,5417.0,0.65
flat,Super built-up  Area,Ready To Move,other,4,1200.0,4,1,14583.0,1.75
flat,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,1175.0,2,1,6979.0,0.82
house,Plot  Area,Ready To Move,other,2,1000.0,2,0,16500.0,1.65
house,Plot  Area,Ready To Move,Bannerghatta Road,4,1200.0,2,0,10417.0,1.25
flat,Super built-up  Area,Ready To Move,Rajaji Nagar,3,2390.0,3,2,17155.0,4.1
flat,Super built-up  Area,19-Jan,Rajaji Nagar,7,12000.0,6,3,18333.0,22.0
house,Plot  Area,Ready To Move,Sultan Palaya,2,550.0,1,1,11273.0,0.62
flat,Super built-up  Area,Ready To Move,Kengeri,1,370.9,1,0,4853.0,0.18
flat,Super built-up  Area,Ready To Move,Kengeri,2,750.0,2,1,5067.0,0.38
house,Plot  Area,Ready To Move,Mahalakshmi Layout,6,1200.0,7,3,20833.0,2.5
flat,Super built-up  Area,Ready To Move,Kanakpura Road,3,1550.0,3,3,4129.0,0.64
flat,Built-up  Area,Ready To Move,other,3,1760.0,3,2,5000.0,0.88
flat,Super built-up  Area,Ready To Move,Billekahalli,2,1125.0,2,2,5511.0,0.62
house,Plot  Area,Ready To Move,Nagarbhavi,3,1350.0,3,2,11111.0,1.5
house,Plot  Area,17-Dec,Anandapura,2,1000.0,2,1,5500.0,0.55
flat,Built-up  Area,18-Aug,Bommasandra Industrial Area,2,1090.0,2,2,2844.0,0.31
house,Plot  Area,Ready To Move,TC Palaya,2,1200.0,2,0,5000.0,0.6
flat,Super built-up  Area,Ready To Move,Budigere,3,1991.0,4,2,5173.0,1.03
flat,Super built-up  Area,18-Oct,Bommasandra,2,1060.0,2,1,2453.0,0.26
flat,Super built-up  Area,Ready To Move,Ambalipura,2,1105.0,2,1,6787.0,0.75
flat,Built-up  Area,Ready To Move,Hoodi,2,985.0,2,2,6802.0,0.67
house,Plot  Area,Ready To Move,Chandapura,6,1533.0,5,3,5545.0,0.85
flat,Super built-up  Area,17-Jul,Balagere,3,1590.0,3,2,4969.0,0.79
flat,Super built-up  Area,Ready To Move,CV Raman Nagar,2,1120.0,2,2,4911.0,0.55
flat,Super built-up  Area,Ready To Move,other,2,1069.0,2,1,5145.0,0.55
flat,Super built-up  Area,Ready To Move,Marathahalli,3,1933.0,3,2,7243.0,1.4
flat,Built-up  Area,16-Mar,Hosur Road,2,1194.0,2,0,5779.0,0.69
flat,Super built-up  Area,Ready To Move,Brookefield,2,1150.0,2,3,6000.0,0.69
flat,Super built-up  Area,Ready To Move,Yelenahalli,2,1240.0,2,2,3790.0,0.47
flat,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1419.0,2,2,3383.0,0.48
flat,Super built-up  Area,Ready To Move,other,3,1450.0,3,2,3793.0,0.55
flat,Super built-up  Area,18-Jul,other,3,1630.0,3,2,4172.0,0.68
flat,Super built-up  Area,Ready To Move,Dasanapura,2,708.0,1,1,5650.0,0.4
house,Plot  Area,Ready To Move,Kasavanhalli,3,1000.0,4,3,11000.0,1.1
house,Plot  Area,Ready To Move,Whitefield,4,11890.0,4,3,5887.0,7.0
flat,Super built-up  Area,Ready To Move,Bellandur,2,1250.0,2,1,6080.0,0.76
flat,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3,1400.0,2,1,6786.0,0.95
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,3,1670.0,2,3,3413.0,0.57
flat,Super built-up  Area,Ready To Move,Ardendale,3,1750.0,3,2,5714.0,1.0
flat,Super built-up  Area,Ready To Move,Vittasandra,2,1404.0,2,1,5057.0,0.71
flat,Super built-up  Area,Ready To Move,Hoodi,3,1715.0,2,2,5539.0,0.95
flat,Built-up  Area,18-Apr,Electronic City,1,630.0,1,1,5556.0,0.35
flat,Super built-up  Area,Ready To Move,Harlur,3,1752.1,3,2,7705.0,1.35
flat,Super built-up  Area,Ready To Move,Hulimavu,3,1650.0,3,2,4727.0,0.78
flat,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1295.0,2,1,4247.0,0.55
house,Plot  Area,Ready To Move,Giri Nagar,3,1800.0,3,2,14000.0,2.52
flat,Super built-up  Area,18-Sep,Sarjapur  Road,2,1346.0,2,1,5498.0,0.74
house,Plot  Area,Ready To Move,other,4,1200.0,4,2,16667.0,2.0
flat,Super built-up  Area,Ready To Move,Hormavu,2,1150.0,2,2,4783.0,0.55
flat,Built-up  Area,Ready To Move,other,4,3309.0,4,3,9822.0,3.25
flat,Super built-up  Area,18-May,Chandapura,3,1190.0,2,2,2521.0,0.3
flat,Super built-up  Area,Ready To Move,AECS Layout,3,1620.0,3,2,6049.0,0.98
flat,Super built-up  Area,18-Apr,Marathahalli,2,950.0,2,1,4947.0,0.47
flat,Super built-up  Area,Ready To Move,other,11,5000.0,9,3,7200.0,3.6
flat,Super built-up  Area,Ready To Move,Harlur,3,2450.0,3,0,4898.0,1.2
flat,Super built-up  Area,18-May,Electronic City Phase II,3,1220.0,2,1,2869.0,0.35
flat,Super built-up  Area,Ready To Move,other,2,850.0,2,1,3529.0,0.3
flat,Built-up  Area,Ready To Move,Padmanabhanagar,2,1020.0,2,2,6176.0,0.63
flat,Built-up  Area,Ready To Move,Chikkalasandra,2,1100.0,2,2,4545.0,0.5
flat,Super built-up  Area,Ready To Move,other,2,1150.0,2,2,10957.0,1.26
flat,Super built-up  Area,18-Dec,Hebbal,3,1760.0,2,2,7386.0,1.3
flat,Super built-up  Area,Ready To Move,Ambalipura,3,1800.0,3,3,6111.0,1.1
flat,Super built-up  Area,Ready To Move,Akshaya Nagar,2,1070.0,2,1,5047.0,0.54
house,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4,1500.0,4,2,14667.0,2.2
house,Plot  Area,Ready To Move,Vidyaranyapura,2,1440.0,2,0,6597.0,0.95
flat,Super built-up  Area,Ready To Move,Amruthahalli,2,900.0,2,1,4444.0,0.4
flat,Built-up  Area,Ready To Move,other,4,1200.0,4,1,19167.0,2.3
flat,Super built-up  Area,18-May,Whitefield,2,1130.0,2,1,3717.0,0.42
flat,Super built-up  Area,Ready To Move,Koramangala,2,1320.0,2,1,12500.0,1.65
flat,Super built-up  Area,19-Jun,Kodigehalli,2,1270.0,2,1,7717.0,0.98
flat,Built-up  Area,Ready To Move,other,2,1200.0,2,1,5167.0,0.62
flat,Super built-up  Area,Ready To Move,other,2,1200.0,2,1,6167.0,0.74
flat,Super built-up  Area,Ready To Move,Subramanyapura,2,929.0,2,0,5382.0,0.5
flat,Built-up  Area,Ready To Move,other,4,1150.0,4,2,22609.0,2.6
house,Plot  Area,Ready To Move,Basavangudi,4,1125.0,4,3,16000.0,1.8
house,Plot  Area,Ready To Move,Kenchenahalli,5,500.0,3,2,13000.0,0.65
house,Plot  Area,Ready To Move,other,5,1200.0,5,2,15833.0,1.9
flat,Super built-up  Area,Ready To Move,other,3,1464.0,3,2,3825.0,0.56
flat,Super built-up  Area,Ready To Move,7th Phase JP Nagar,4,3600.0,4,3,11111.0,4.0
house,Plot  Area,Ready To Move,other,4,2000.0,4,2,4950.0,0.99
flat,Super built-up  Area,Ready To Move,Chikkalasandra,2,1208.0,2,1,4056.0,0.49
flat,Super built-up  Area,Ready To Move,Hebbal Kempapura,2,1130.0,2,2,5310.0,0.6
flat,Super built-up  Area,Ready To Move,other,3,1753.0,3,2,6845.0,1.2
flat,Super built-up  Area,Ready To Move,Old Madras Road,5,4500.0,7,3,7489.0,3.37
house,Plot  Area,Ready To Move,Banjara Layout,3,600.0,3,2,9667.0,0.58
flat,Super built-up  Area,22-Jun,Hoodi,2,1196.0,2,2,7860.0,0.94
flat,Built-up  Area,Ready To Move,5th Phase JP Nagar,2,1150.0,3,3,4522.0,0.52
flat,Super built-up  Area,18-Apr,Electronic City,2,1128.0,2,1,5585.0,0.63
flat,Super built-up  Area,Ready To Move,other,2,1000.0,2,1,5300.0,0.53
flat,Super built-up  Area,Ready To Move,Yelahanka,2,1035.0,2,1,4348.0,0.45
flat,Built-up  Area,Ready To Move,Kereguddadahalli,2,950.0,2,1,3368.0,0.32
flat,Super built-up  Area,Ready To Move,Bisuvanahalli,3,1075.0,2,1,3349.0,0.36
flat,Super built-up  Area,Ready To Move,Whitefield,2,1040.0,2,1,4615.0,0.48
house,Plot  Area,17-Oct,other,2,720.0,2,1,6250.0,0.45
flat,Super built-up  Area,Ready To Move,Lingadheeranahalli,3,1511.0,3,1,6287.0,0.95
flat,Built-up  Area,Ready To Move,other,3,1300.0,3,1,4462.0,0.58
flat,Super built-up  Area,19-Dec,Hoodi,3,1545.0,3,1,4466.0,0.69
flat,Built-up  Area,Ready To Move,Shampura,1,375.0,2,0,6933.0,0.26
flat,Super built-up  Area,Ready To Move,Vidyaranyapura,2,1062.0,2,3,3578.0,0.38
flat,Super built-up  Area,Ready To Move,other,2,1115.0,2,1,3587.0,0.4
flat,Super built-up  Area,Ready To Move,JP Nagar,2,1000.0,2,1,3500.0,0.35
flat,Super built-up  Area,17-May,Kambipura,2,883.0,2,1,5096.0,0.45
flat,Super built-up  Area,19-Apr,Sarjapur  Road,2,1195.0,2,1,5858.0,0.7
house,Plot  Area,Ready To Move,other,4,1200.0,3,1,13750.0,1.65
flat,Built-up  Area,Ready To Move,other,1,700.0,1,0,5857.0,0.41
flat,Super built-up  Area,Ready To Move,Vittasandra,2,1246.0,2,1,5377.0,0.67
house,Plot  Area,Ready To Move,8th Phase JP Nagar,4,660.0,4,2,13636.0,0.9
house,Plot  Area,Ready To Move,Banashankari Stage III,4,8500.0,4,2,1706.0,1.45
flat,Super built-up  Area,Ready To Move,other,4,1600.0,4,1,5000.0,0.8
flat,Super built-up  Area,18-Dec,Haralur Road,4,2805.0,5,3,5490.0,1.54
house,Plot  Area,Ready To Move,Sector 7 HSR Layout,4,3000.0,5,1,9167.0,2.75
flat,Built-up  Area,Ready To Move,Hosur Road,3,1175.0,2,2,4085.0,0.48
flat,Built-up  Area,19-Jul,other,3,1595.0,3,2,7210.0,1.15
flat,Super built-up  Area,Ready To Move,other,2,1353.0,2,2,8130.0,1.1
flat,Super built-up  Area,18-Apr,Electronic City,3,1599.0,3,2,7817.0,1.25
flat,Super built-up  Area,Ready To Move,Whitefield,2,1150.0,2,1,6087.0,0.7
flat,Super built-up  Area,17-Dec,Jakkur,4,5230.0,6,1,8891.0,4.65
flat,Super built-up  Area,Ready To Move,KR Puram,2,1155.0,2,2,3723.0,0.43
flat,Built-up  Area,Ready To Move,other,1,1200.0,2,0,7083.0,0.85
flat,Super built-up  Area,18-Jul,Electronic City Phase II,2,1000.0,2,1,2500.0,0.25
flat,Built-up  Area,Ready To Move,Rajiv Nagar,3,1867.0,3,1,8570.0,1.6
flat,Super built-up  Area,18-Jun,Ramagondanahalli,2,1251.0,2,1,3757.0,0.47
flat,Super built-up  Area,18-Apr,other,2,1028.0,2,1,4475.0,0.46
flat,Super built-up  Area,Ready To Move,Arekere,2,1222.0,2,2,3682.0,0.45
flat,Super built-up  Area,Ready To Move,Bannerghatta Road,3,1170.0,2,1,5641.0,0.66
flat,Super built-up  Area,Ready To Move,Hebbal,3,2400.0,4,1,10208.0,2.45
flat,Super built-up  Area,Ready To Move,other,3,1385.0,2,2,3466.0,0.48
flat,Super built-up  Area,Ready To Move,HSR Layout,2,1372.0,2,1,4956.0,0.68
flat,Super built-up  Area,Ready To Move,Magadi Road,3,1282.0,2,2,3822.0,0.49
flat,Super built-up  Area,Ready To Move,Mico Layout,9,5000.0,9,3,4200.0,2.1
flat,Built-up  Area,Ready To Move,other,5,3000.0,3,1,17600.0,5.28
flat,Super built-up  Area,Ready To Move,Kanakpura Road,2,1135.0,2,1,3524.0,0.4
flat,Built-up  Area,20-Dec,Whitefield,3,1768.0,3,2,5713.0,1.01
flat,Built-up  Area,Ready To Move,other,3,1325.0,2,1,6792.0,0.9
flat,Super built-up  Area,18-Apr,Electronic City,3,1599.0,3,2,6191.0,0.99
house,Plot  Area,18-Mar,Whitefield,3,1500.0,3,1,4133.0,0.62
house,Plot  Area,Ready To Move,other,3,2610.0,3,0,19119.0,4.99
flat,Super built-up  Area,Ready To Move,Uttarahalli,2,1286.0,2,2,4899.0,0.63
flat,Built-up  Area,Ready To Move,Kammanahalli,5,2845.0,5,1,4921.0,1.4
flat,Super built-up  Area,18-Sep,Hennur Road,2,1317.5,2,0,4858.0,0.64
flat,Super built-up  Area,Ready To Move,Hebbal,3,3450.0,5,2,7536.0,2.6
flat,Super built-up  Area,18-Apr,Munnekollal,2,1102.0,2,2,4900.0,0.54
flat,Super built-up  Area,Ready To Move,Yelahanka,2,1350.0,2,2,4000.0,0.54
flat,Super built-up  Area,Ready To Move,Banashankari,3,1200.0,2,2,3500.0,0.42
house,Plot  Area,Ready To Move,Hosa Road,6,1300.0,6,0,11154.0,1.45
house,Plot  Area,Ready To Move,other,2,1800.0,1,1,4444.0,0.8
flat,Built-up  Area,Ready To Move,Chikkabanavar,2,950.0,2,1,4211.0,0.4
flat,Super built-up  Area,21-Dec,Kanakpura Road,1,525.0,1,1,5143.0,0.27
flat,Built-up  Area,Ready To Move,Attibele,2,656.0,2,1,3811.0,0.25
house,Plot  Area,Ready To Move,Marathahalli,4,1780.0,4,3,9831.0,1.75
flat,Super built-up  Area,Ready To Move,other,2,1056.0,2,1,7576.0,0.8
flat,Super built-up  Area,21-Feb,Bannerghatta Road,1,595.0,1,1,5546.0,0.33
flat,Built-up  Area,Ready To Move,other,2,1080.0,2,2,4630.0,0.5
flat,Super built-up  Area,19-Dec,7th Phase JP Nagar,3,2225.0,3,1,7191.0,1.6
flat,Super built-up  Area,18-Aug,Bommasandra,2,1126.0,2,1,2487.0,0.28
flat,Super built-up  Area,Ready To Move,Electronics City Phase 1,3,1490.0,3,1,5638.0,0.84
house,Plot  Area,Ready To Move,HRBR Layout,4,2000.0,4,1,15000.0,3.0
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,3,1550.0,3,3,6452.0,1.0
flat,Super built-up  Area,Ready To Move,,3,1600.0,3,2,5375.0,0.86
flat,Built-up  Area,Ready To Move,other,2,1160.0,2,1,4741.0,0.55
flat,Built-up  Area,Ready To Move,Whitefield,4,4144.0,4,3,7601.0,3.15
flat,Super built-up  Area,Ready To Move,Sarjapur  Road,3,2100.0,3,2,5952.0,1.25
flat,Super built-up  Area,Ready To Move,Vittasandra,2,1404.0,2,1,4915.0,0.69
house,Plot  Area,Ready To Move,Sarjapur  Road,4,2230.0,4,3,10090.0,2.25
flat,Super built-up  Area,18-May,Banashankari Stage III,3,1305.0,2,1,4521.0,0.59
flat,Super built-up  Area,Ready To Move,Marathahalli,2,1230.0,2,2,6504.0,0.8
house,Plot  Area,Ready To Move,other,2,1200.0,2,0,5417.0,0.65
flat,Super built-up  Area,Ready To Move,Harlur,3,1460.0,3,1,5000.0,0.73
flat,Built-up  Area,Ready To Move,Gottigere,2,967.0,2,3,4654.0,0.45
flat,Built-up  Area,Ready To Move,other,1,540.0,1,1,6667.0,0.36
flat,Super built-up  Area,19-Dec,Hormavu,1,715.0,1,2,6434.0,0.46
flat,Super built-up  Area,Ready To Move,Whitefield,3,2500.0,3,2,12520.0,3.13
flat,Super built-up  Area,Ready To Move,other,3,1578.0,3,1,11407.0,1.8
flat,Super built-up  Area,Ready To Move,Mysore Road,2,1020.0,2,1,4804.0,0.49
flat,Super built-up  Area,Ready To Move,Jigani,2,1020.0,2,1,3922.0,0.4
flat,Super built-up  Area,Ready To Move,Koramangala,2,1253.0,2,1,8140.0,1.02
flat,Super built-up  Area,Ready To Move,other,2,1180.0,2,2,3559.0,0.42
flat,Super built-up  Area,Ready To Move,other,2,961.0,2,2,3954.0,0.38
flat,Built-up  Area,Ready To Move,Kanakapura,3,1419.0,3,3,5285.0,0.75
flat,Super built-up  Area,Ready To Move,Harlur,3,1709.0,3,2,8777.0,1.5
house,Plot  Area,Ready To Move,other,2,1600.0,2,0,7188.0,1.15
flat,Super built-up  Area,18-Jul,other,1,416.0,1,1,4327.0,0.18
flat,Carpet  Area,Ready To Move,Sanjay nagar,2,1100.0,2,2,8909.0,0.98
flat,Super built-up  Area,Ready To Move,HSR Layout,3,1430.0,2,1,4545.0,0.65
flat,Super built-up  Area,Ready To Move,other,2,1260.0,2,2,3571.0,0.45
flat,Built-up  Area,Ready To Move,other,3,1630.0,3,2,5215.0,0.85
flat,Super built-up  Area,19-May,Sarjapur  Road,3,1249.0,3,2,3603.0,0.45
flat,Super built-up  Area,Ready To Move,Kalena Agrahara,3,1450.0,2,3,5862.0,0.85
flat,Super built-up  Area,17-Nov,Konanakunte,3,2791.0,3,1,7990.0,2.23
flat,Super built-up  Area,Ready To Move,other,1,600.0,1,0,15000.0,0.9
flat,Built-up  Area,Ready To Move,other,1,834.0,1,1,7194.0,0.6
house,Plot  Area,Ready To Move,other,3,1125.0,4,1,6222.0,0.7
flat,Super built-up  Area,Ready To Move,Arekere,3,2060.0,3,2,6796.0,1.4
flat,Super built-up  Area,19-Jan,Malleshwaram,7,12000.0,7,3,18333.0,22.0
flat,Built-up  Area,Ready To Move,Gottigere,2,891.0,2,1,2806.0,0.25
flat,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1133.0,2,1,4325.0,0.49
flat,Built-up  Area,Ready To Move,Bisuvanahalli,3,1075.0,2,1,3442.0,0.37
flat,Super built-up  Area,18-May,other,4,3000.0,5,2,8667.0,2.6
house,Plot  Area,Ready To Move,Brookefield,4,2440.0,5,2,17418.0,4.25
flat,Built-up  Area,Ready To Move,Vidyaranyapura,2,1200.0,2,2,4583.0,0.55
flat,Super built-up  Area,Ready To Move,Thanisandra,2,1075.0,2,2,4279.0,0.46
flat,Super built-up  Area,Ready To Move,Kaggadasapura,2,1140.0,2,2,3509.0,0.4
house,Plot  Area,Ready To Move,Margondanahalli,5,940.0,4,2,15957.0,1.5
house,Plot  Area,Ready To Move,other,6,2160.0,5,1,11574.0,2.5
flat,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,1090.0,2,1,3853.0,0.42
flat,Built-up  Area,Ready To Move,R.T. Nagar,4,1500.0,4,1,4667.0,0.7
flat,Super built-up  Area,Ready To Move,Whitefield,4,4104.0,4,2,8772.0,3.6
flat,Super built-up  Area,18-Dec,Hebbal,3,1920.0,3,2,6979.0,1.34
flat,Built-up  Area,Ready To Move,HRBR Layout,2,1374.0,2,2,6914.0,0.95
flat,Carpet  Area,Ready To Move,Bannerghatta Road,3,1445.0,3,2,6574.0,0.95
flat,Super built-up  Area,19-Dec,Kanakapura,1,711.0,1,1,5063.0,0.36
flat,Super built-up  Area,Ready To Move,Tumkur Road,3,1500.0,3,3,6333.0,0.95
flat,Super built-up  Area,Ready To Move,Whitefield,3,1720.0,3,3,5814.0,1.0
flat,Super built-up  Area,Ready To Move,Vasanthapura,3,1400.0,3,2,4286.0,0.6
flat,Built-up  Area,Ready To Move,Kundalahalli,2,1030.0,2,2,4757.0,0.49
flat,Super built-up  Area,Ready To Move,Mysore Road,2,1200.0,2,1,7083.0,0.85
flat,Carpet  Area,18-Jul,other,3,1375.0,3,2,5091.0,0.7
flat,Super built-up  Area,Ready To Move,Jalahalli,3,2250.0,3,2,7111.0,1.6
flat,Super built-up  Area,Ready To Move,Bellandur,2,1000.0,2,2,5000.0,0.5
flat,Super built-up  Area,Ready To Move,other,1,469.0,1,0,5330.0,0.25
flat,Super built-up  Area,Ready To Move,Marathahalli,4,3800.0,4,3,6579.0,2.5
flat,Super built-up  Area,Ready To Move,Kambipura,2,883.0,2,1,3284.0,0.29
flat,Super built-up  Area,Ready To Move,GM Palaya,3,1820.0,2,3,4725.0,0.86
flat,Built-up  Area,Ready To Move,Singasandra,3,1440.0,2,3,4514.0,0.65
flat,Super built-up  Area,Ready To Move,other,6,3600.0,4,1,4444.0,1.6
flat,Built-up  Area,Ready To Move,Malleshwaram,4,2500.0,5,2,13000.0,3.25
flat,Super built-up  Area,18-Aug,Mahadevpura,2,1225.0,2,2,3918.0,0.48
house,Plot  Area,Ready To Move,other,3,4000.0,3,1,16500.0,6.6
